NR_SEQUENCIA;DT_ATUALIZACAO;NM_USUARIO;DT_ATUALIZACAO_NREC;NM_USUARIO_NREC;CD_ESTABELECIMENTO;CD_BEM;DS_BEM;DT_AQUISICAO;DT_INICIO_USO;NR_SEQ_TIPO;NR_SEQ_LOCAL;IE_IMOBILIZADO;IE_SITUACAO;CD_CENTRO_CUSTO;CD_CONTA_CONTABIL;IE_TIPO_VALOR;TX_DEPREC;TX_FISCAL;CD_CGC;NR_NOTA_FISCAL;NR_SEQ_ADICAO;DS_SERIE;CD_PESSOA_FISICA;CD_BEM_SUPERIOR;VL_ORIGINAL;NR_SEQ_MARCA;CD_MOEDA;IE_SUBVENCAO;DT_GARANTIA;DS_OBSERVACAO;NR_SEQ_CRIT_RATEIO;CD_BEM_EXTERNO;VL_RESIDUAL;IE_PROPRIEDADE;VL_MERCADO;NR_SEQ_REGRA_CONTA;QT_TEMPO_VIDA_UTIL;DT_VALOR;VL_BASE_DEPREC;VL_CONTABIL;VL_DEPREC_ACUM;VL_DEPREC_MES;NR_APOLICE;DT_INICIO;DT_FIM;NR_SEQ_CONTRATO;CD_EMPRESA_SEGURO;DS_DESCRICAO
473;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;666;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;20/05/2017;20/05/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;2614.19;;1;;;;;;;;;8;;30/06/2024;2614.1;0,0000;2614.1;0,0000;;;;;;BEM
474;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3875;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;19/06/2017;19/06/2017;71;168;S;A;1012;220316;O;20,0000;20,0000;;;;;;;540,00;;1;;;;;;;;;8;;30/06/2024;2614.19;0,0000;2614.19;0,0000;;;;;;BEM
475;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;51;MACA EM ACO. ALTURA: 0.80. COMPRIMENTO: 1.80. COR: BRANCA. ESTRUTURA EM: ACO. LA;22/06/2017;22/06/2017;152;335;S;A;1002;220317;O;10,0000;10,0000;;;;;;;528,00;;1;;;;;;;;;9;;30/06/2024;540,0000;163.31;376.69;1.84;;;;;;BEM
476;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6697;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;20/06/2017;20/06/2017;71;428;S;A;1010;220316;O;20,0000;20,0000;;;;;;;537.54;;1;;;;;;;;;8;;30/06/2024;528,0000;0,0000;528,0000;0,0000;;;;;;BEM
477;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6548;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;13/07/2017;13/07/2017;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;950,00;;1;;;;;;;;;8;;30/06/2024;537.54;0,0000;537.54;0,0000;;;;;;BEM
478;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;676;MESA EM MDF. ALTURA: 0.80. COMPRIMENTO: 3.20. COR: BRANCO. ESTRUTURA EM: MDF. LA;04/08/2017;04/08/2017;152;180;S;A;1033;220317;O;10,0000;10,0000;;;;;;;2373.23;;1;;;;;;;;;9;;30/06/2024;950,0000;298.02;651.98;3.31;;;;;;BEM
479;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;538;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;25/08/2017;25/08/2017;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;2373.23;0,0000;2373.23;0,0000;;;;;;BEM
480;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1124;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/08/2017;71;380;S;A;1036;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
481;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1691;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/08/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;2000,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
482;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;571;PROJETOR EPSON. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: EPSON. MODELO:;28/08/2017;28/08/2017;71;428;S;A;1010;220316;O;20,0000;20,0000;;;;;;;2750,00;;1;;;;;;;;;8;;30/06/2024;2000,0000;0,0000;2000,0000;0,0000;;;;;;BEM
483;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;74;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 3500. NO.SERIE: CWPGNQ1;05/09/2017;05/09/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;4803.73;;1;;;;;;;;;8;;30/06/2024;2750,0000;0,0000;2750,0000;0,0000;;;;;;BEM
484;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;77;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: INSPIRON 13;28/09/2017;28/09/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;4803.73;;1;;;;;;;;;8;;30/06/2024;4803.73;0,0000;4803.73;0,0000;;;;;;BEM
485;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3516;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: INSPIRON 13;28/09/2017;28/09/2017;71;375;S;A;1027;220316;O;20,0000;20,0000;;;;;;;4803.73;;1;;;;;;;;;8;;30/06/2024;4803.73;0,0000;4803.73;0,0000;;;;;;BEM
486;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2717;NOTEBOOK DELL. COR: PRETO. MARCA: DELL. MODELO: VOSTRO 3500. NO.SERIE: BWPGNQ1;28/09/2017;28/09/2017;71;375;S;A;1027;220316;O;20,0000;20,0000;;;;;;;4803.71;;1;;;;;;;;;8;;30/06/2024;4803.73;0,0000;4803.73;0,0000;;;;;;BEM
487;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;80;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: INSPIRON 13;28/09/2017;28/09/2017;71;180;S;A;1033;220316;O;20,0000;20,0000;;;;;;;650,00;;1;;;;;;;;;8;;30/06/2024;4803.71;0,0000;4803.71;0,0000;;;;;;BEM
488;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;681;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;18/10/2017;18/10/2017;152;512;S;A;1008;220317;O;10,0000;10,0000;;;;;;;2513.86;;1;;;;;;;;;9;;30/06/2024;650,0000;217.02;432.98;2.35;;;;;;BEM
489;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;82;ROTEADOR FORTINET. MARCA: FORTINET. MODELO: FORTIAP 223C;18/10/2017;24/10/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;2513.86;;1;;;;;;;;;8;;30/06/2024;2513.86;0,0000;2513.86;0,0000;;;;;;BEM
490;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;81;ROTEADOR FORTINET. MARCA: FORTINET. MODELO: FORTIGAT 223C;18/10/2017;24/10/2017;71;164;S;A;1026;220316;O;20,0000;20,0000;;;;;;;2513.86;;1;;;;;;;;;8;;30/06/2024;2513.86;0,0000;2513.86;0,0000;;;;;;BEM
491;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;76;ROTEADOR FORTINET. MARCA: FORTINET. MODELO: FORTIAP 223C;18/10/2017;24/10/2017;71;184;S;A;1023;220316;O;20,0000;20,0000;;;;;;;862.55;;1;;;;;;;;;8;;30/06/2024;2513.86;0,0000;2513.86;0,0000;;;;;;BEM
492;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2728;FRIGOBAR CONSUL. COR: BRANCO. ESTRUTURA EM: ACO. MARCA: CONSUL. MODELO: CRC 12;15/12/2017;15/12/2017;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;38483.62;;1;;;;;;;;;9;;30/06/2024;862.55;301.8;560.75;3.19;;;;;;BEM
493;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;680933;VWUP TAKE MCV TAKE COMPLETO;30/11/2017;30/11/2017;150;407;S;A;1025;207227;O;20,0000;20,0000;;;;;;;650,00;;1;;;;;;;;;10;;30/06/2024;38483.62;0,0000;38483.62;0,0000;;;;;;BEM
494;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2202;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 3.00. COR: BEGE. ESTRUTURA EM: ACO. LARG;11/01/2018;11/01/2018;152;504;S;A;1019;220317;O;10,0000;10,0000;;;;;;;5600,00;;1;;;;;;;;;9;;30/06/2024;650,0000;231.98;418.02;2.43;;;;;;BEM
495;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2771;TOTEM MULTIMIDIA TOUCH TT300;14/11/2017;02/01/2018;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;2716,00;;1;;;;;;;;;8;;30/06/2024;5600,0000;0,0000;5600,0000;0,0000;;;;;;BEM
496;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4132;SWITCH DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL;08/02/2018;14/02/2018;71;529;S;A;1026;220316;O;20,0000;20,0000;;;;;;;2716,00;;1;;;;;;;;;8;;30/06/2024;2716,0000;0,0000;2716,0000;0,0000;;;;;;BEM
497;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6237;SWITCH DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: N1548P;08/02/2018;14/02/2018;71;517;S;A;1003;220316;O;20,0000;20,0000;;;;;;;2500,00;;1;;;;;;;;;8;;30/06/2024;2716,0000;0,0000;2716,0000;0,0000;;;;;;BEM
498;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2374;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;09/02/2018;09/02/2018;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;2751,00;;1;;;;;;;;;9;;30/06/2024;2500,0000;914.42;1585.58;8.44;;;;;;BEM
499;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2820;NOTEBOOK DELL. COR: PRETO. MARCA: DELL. NO.SERIE: JHLKJ2;29/12/2017;16/02/2018;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2751,0000;0,0000;2751,0000;0,0000;;;;;;BEM
500;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2298;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;405;S;A;1024;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
501;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2299;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
502;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2347;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
503;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2301;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: A. NO.SERIE: OPTIP;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
504;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2302;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
505;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2303;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
506;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2304;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
507;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2305;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;183;S;A;1005;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
508;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2306;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;3000.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
509;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2307;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;3000.5;0,0000;3000.5;0,0000;;;;;;BEM
510;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2308;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
511;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2348;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
512;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2350;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;375;S;A;1027;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
513;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2352;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
514;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2353;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
515;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2354;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
516;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2358;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
517;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2355;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;3528.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
518;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2356;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;188;S;A;1037;220316;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;8;;30/06/2024;3528.5;0,0000;3528.5;0,0000;;;;;;BEM
519;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2357;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;4372.98;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
520;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2359;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;05/01/2018;16/02/2018;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;4372.98;;1;;;;;;;;;8;;30/06/2024;4372.98;0,0000;4372.98;0,0000;;;;;;BEM
521;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2360;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;05/01/2018;16/02/2018;71;183;S;A;1005;220316;O;20,0000;20,0000;;;;;;;2751,00;;1;;;;;;;;;8;;30/06/2024;4372.98;0,0000;4372.98;0,0000;;;;;;BEM
522;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2821;NOTEBOOK DELL. COR: PRETO. MARCA: DELL. NO.SERIE: JHGBCD2;29/12/2017;16/02/2018;71;512;S;A;1008;220316;O;20,0000;20,0000;;;;;;;1599.9;;1;;;;;;;;;8;;30/06/2024;2751,0000;0,0000;2751,0000;0,0000;;;;;;BEM
523;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2371;CONDICIONADOR DE AR GREE. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: GREE.;20/02/2018;20/02/2018;155;188;S;A;1037;210917;O;10,0000;10,0000;;;;;;;3156.5;;1;;;;;;;;;2;;30/06/2024;1599.9;589.75;1010.15;6.1;;;;;;BEM
524;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2361;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;22/02/2018;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;1272.53;;1;;;;;;;;;8;;30/06/2024;3156.5;0,0000;3156.5;0,0000;;;;;;BEM
525;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2830;MESA LATERAL QUADRADA METAL COM TAMPO VIDRO;17/02/2018;22/02/2018;152;184;S;A;1023;220317;O;10,0000;10,0000;;;;;;;1035.06;;1;;;;;;;;;9;;30/06/2024;1272.53;470.02;802.51;4.86;;;;;;BEM
526;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2372;CADEIRA FIXA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: BEGE. ENCOSTO EM: TECIDO.;17/02/2018;22/02/2018;152;184;S;A;1023;220317;O;10,0000;10,0000;;;;;;;1035.06;;1;;;;;;;;;9;;30/06/2024;1035.06;381.7;653.36;3.95;;;;;;BEM
527;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2373;CADEIRA FIXA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: BEGE. ENCOSTO EM: TECIDO.;17/02/2018;22/02/2018;152;184;S;A;1023;220317;O;10,0000;10,0000;;;;;;;5176.22;;1;;;;;;;;;9;;30/06/2024;1035.06;381.7;653.36;3.95;;;;;;BEM
528;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999641;LICENCA TOAD FOR ORACLE PROFISSIONAL;22/02/2018;28/02/2018;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;5176.22;;1;;;;;;;;;13;;30/06/2024;5176.22;0,0000;5176.22;0,0000;;;;;;BEM
529;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999641.1;LICENCA TOAD FOR ORACLE PROFISSIONAL;22/02/2018;28/02/2018;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;2245,00;;1;;;;;;;;;13;;30/06/2024;5176.22;0,0000;5176.22;0,0000;;;;;;BEM
530;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999641.2;LICENCA PLSQL;22/02/2018;28/02/2018;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;2628.5;;1;;;;;;;;;13;;30/06/2024;2245,0000;0,0000;2245,0000;0,0000;;;;;;BEM
531;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2351;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;16/02/2018;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;6545,00;;1;;;;;;;;;8;;30/06/2024;2628.5;0,0000;2628.5;0,0000;;;;;;BEM
532;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999140580;MOTOCICLETA NACIONAL PASSAGEIRO GASOLINA;07/03/2018;07/03/2018;150;407;S;A;1025;207227;O;20,0000;20,0000;;;;;;;2437.2;;1;;;;;;;;;10;;30/06/2024;6545,0000;0,0000;6545,0000;0,0000;;;;;;BEM
533;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2380;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3050;29/12/2017;14/03/2018;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;1850,00;;1;;;;;;;;;8;;30/06/2024;2437.2;0,0000;2437.2;0,0000;;;;;;BEM
534;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2839;NOBREAK. COR: PRETO. ESTRUTURA EM: ACO. MARCA: SMS;08/01/2018;14/03/2018;71;517;S;A;1003;220316;O;20,0000;20,0000;;;;;;;1822,00;;1;;;;;;;;;8;;30/06/2024;1850,0000;0,0000;1850,0000;0,0000;;;;;;BEM
535;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2385;CONDICIONADOR DE AR GREE. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: GREE.;16/03/2018;16/03/2018;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;807.42;;1;;;;;;;;;9;;30/06/2024;1822,0000;683.82;1138.18;7.02;;;;;;BEM
536;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6715;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;07/03/2018;16/03/2018;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;807.42;;1;;;;;;;;;9;;30/06/2024;807.42;302.82;504.6;3.11;;;;;;BEM
537;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2382;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: C;07/03/2018;16/03/2018;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;807.42;;1;;;;;;;;;9;;30/06/2024;807.42;302.82;504.6;3.11;;;;;;BEM
538;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2383;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;07/03/2018;16/03/2018;152;183;S;A;1005;220317;O;10,0000;10,0000;;;;;;;807.41;;1;;;;;;;;;9;;30/06/2024;807.42;302.82;504.6;3.11;;;;;;BEM
539;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6450;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: C;07/03/2018;16/03/2018;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;580,00;;1;;;;;;;;;9;;30/06/2024;807.41;302.81;504.6;3.11;;;;;;BEM
540;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6593;MONITOR SAMSUNG. ANO FABRICACAO: 2015. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;04/09/2015;01/03/2018;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;664.21;;1;;;;;;;;;8;;30/06/2024;580,0000;0,0000;580,0000;0,0000;;;;;;BEM
541;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;711;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;27/01/2016;01/03/2018;152;172;S;A;1022;220317;O;10,0000;10,0000;;;;;;;664.21;;1;;;;;;;;;9;;30/06/2024;664.21;180.37;483.84;1.86;;;;;;BEM
542;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;26181;POLTRONA COM RODIZIOS COM BRACO EM CONCHA;27/01/2016;01/03/2018;152;428;S;A;1010;220317;O;10,0000;10,0000;;;;;;;904,00;;1;;;;;;;;;9;;30/06/2024;664.21;180.37;483.84;1.86;;;;;;BEM
543;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;670;ARMARIO BAIXO. ALTURA: 0.80. COMPRIMENTO: 1.50. COR: BRANCO. ESTRUTURA EM: MDF.;27/05/2008;01/03/2018;71;428;S;A;1010;220316;O;20,0000;20,0000;;;;;;;499,00;;1;;;;;;;;;8;;30/06/2024;904,0000;0,0000;904,0000;0,0000;;;;;;BEM
